message,treatment,argument,profile,line,gender,tweet,filler
27,both,con,2,3,m,Government intervention risks slowing this organic progress while adding unnecessary costs. #SharedSacrifice,"11 111 11111 1111 11111 111, 1111, 11 11111 111111 1111 1111 1111 11111 1111. 1111 1111 111 1 1111 111111 11111 11 1111, 111 111111. #111111111 #111111111"
28,both,con,3,1,f,"My sister, who works in HR, has seen companies hesitate to hire women of child-bearing age due to concerns about mandated leave costs.","222 22 22222 222 222,222 222222 222222 2222 222. 222? 2222 2222 222222 2222. 22222 22 22 222222 22 2222 222222 2222 2222 222222 22 2 22222 -- 2222 2222 222 2222 22 222 222 2222 2222222. 222 22222 22222222 222 2222 222222 22222222.,"
28,both,con,3,1,m,"My sister, who works in HR, has seen companies hesitate to hire women of child-bearing age due to concerns about mandated leave costs.","222 22 22222 222 222,222 222222 222222 2222 222. 222? 2222 2222 222222 2222. 22222 22 22 222222 22 2222 222222 2222 2222 222222 22 2 22222 -- 2222 2222 222 2222 22 222 222 2222 2222222. 222 22222 22222222 222 2222 222222 22222222.,"
28,both,con,3,2,f,Studies on similar policies suggest this kind of discrimination is a real risk.,"2222 2222 22222 2222222 22222 222222. 222222 2222 222 222222 222222 2222 222 2222 22222 22222 222 22222 22222 222222 222222.,"
28,both,con,3,2,m,Studies on similar policies suggest this kind of discrimination is a real risk.,"2222 2222 22222 2222222 22222 222222. 222222 2222 222 222222 222222 2222 222 2222 22222 22222 222 22222 22222 222222 222222.,"
28,both,con,3,3,f,"Instead of imposing costly mandates, we need solutions that empower women without unintended consequences. #EqualResponsibility","22 222 22222 2222 22222 222, 2222, 22 22222 222222 2222 2222 2222 22222 2222. 2222 2222 222 2 2222 222222 22222 22 2222, 222 222222. #222222222 #222222222"
28,both,con,3,3,m,"Instead of imposing costly mandates, we need solutions that empower women without unintended consequences. #EqualResponsibility","22 222 22222 2222 22222 222, 2222, 22 22222 222222 2222 2222 2222 22222 2222. 2222 2222 222 2 2222 222222 22222 22 2222, 222 222222. #222222222 #222222222"
29,both,con,4,1,f,"My aunt, a successful manager, often credits the U.S. workplace for helping her break glass ceilings.","333 33 33333 333 333,333 333333 333333 3333 333. 333? 3333 3333 333333 3333. 33333 33 33 333333 33 3333 333333 3333 3333 333333 33 3 33333 -- 3333 3333 333 3333 33 333 333 3333 3333333. 333 33333 33333333 333 3333 333333 33333333.,"
29,both,con,4,1,m,"My aunt, a successful manager, often credits the U.S. workplace for helping her break glass ceilings.","333 33 33333 333 333,333 333333 333333 3333 333. 333? 3333 3333 333333 3333. 33333 33 33 333333 33 3333 333333 3333 3333 333333 33 3 33333 -- 3333 3333 333 3333 33 333 333 3333 3333333. 333 33333 33333333 333 3333 333333 33333333.,"
29,both,con,4,2,f,Data shows American women are more likely to hold management roles than women in countries with extensive paid leave mandates like Norway.,"3333 3333 33333 3333333 33333 333333. 333333 3333 333 333333 333333 3333 333 3333 33333 33333 333 33333 33333 333333 333333.,"
29,both,con,4,2,m,Data shows American women are more likely to hold management roles than women in countries with extensive paid leave mandates like Norway.,"3333 3333 33333 3333333 33333 333333. 333333 3333 333 333333 333333 3333 333 3333 33333 33333 333 33333 33333 333333 333333.,"
29,both,con,4,3,f,"Let’s focus on creating opportunities for women to lead, not unintentionally holding them back. #BalancedBenefits","33 333 33333 3333 33333 333, 3333, 33 33333 333333 3333 3333 3333 33333 3333. 3333 3333 333 3 3333 333333 33333 33 3333, 333 333333. #333333333 #333333333"
29,both,con,4,3,m,"Let’s focus on creating opportunities for women to lead, not unintentionally holding them back. #BalancedBenefits","33 333 33333 3333 33333 333, 3333, 33 33333 333333 3333 3333 3333 33333 3333. 3333 3333 333 3 3333 333333 33333 33 3333, 333 333333. #333333333 #333333333"
30,both,con,5,1,f,"My neighbor, a small business owner, is worried about the $200 billion cost of proposed paid leave programs over the next decade.","444 44 44444 444 444,444 444444 444444 4444 444. 444? 4444 4444 444444 4444. 44444 44 44 444444 44 4444 444444 4444 4444 444444 44 4 44444 -- 4444 4444 444 4444 44 444 444 4444 4444444. 444 44444 44444444 444 4444 444444 44444444.,"
30,both,con,5,1,m,"My neighbor, a small business owner, is worried about the $200 billion cost of proposed paid leave programs over the next decade.","444 44 44444 444 444,444 444444 444444 4444 444. 444? 4444 4444 444444 4444. 44444 44 44 444444 44 4444 444444 4444 4444 444444 44 4 44444 -- 4444 4444 444 4444 44 444 444 4444 4444444. 444 44444 44444444 444 4444 444444 44444444.,"
30,both,con,5,2,f,"This expense could harm small businesses and limit hiring, especially for women of child-bearing age.","4444 4444 44444 4444444 44444 444444. 444444 4444 444 444444 444444 4444 444 4444 44444 44444 444 44444 44444 444444 444444.,"
30,both,con,5,2,m,"This expense could harm small businesses and limit hiring, especially for women of child-bearing age.","4444 4444 44444 4444444 44444 444444. 444444 4444 444 444444 444444 4444 444 4444 44444 44444 444 44444 44444 444444 444444.,"
30,both,con,5,3,f,Let’s prioritize policies that support both businesses and workers. #RespectAllChoices,"44 444 44444 4444 44444 444, 4444, 44 44444 444444 4444 4444 4444 44444 4444. 4444 4444 444 4 4444 444444 44444 44 4444, 444 444444. #444444444 #444444444"
30,both,con,5,3,f,Let’s prioritize policies that support both businesses and workers. #RespectAllChoices,"44 444 44444 4444 44444 444, 4444, 44 44444 444444 4444 4444 4444 44444 4444. 4444 4444 444 4 4444 444444 44444 44 4444, 444 444444. #444444444 #444444444"
